StationNbr,Name,City,RegionalOffice,County,ConnectDate,DisconnectDate,IsActive,IsEtoStation,Elevation,GroundCover,Lat,Long,ZipCodes,SitingDesc,ETo_Qc_fraction,Pr_Qc_fraction,Rs_Qc_fraction,Tmax_Qc_fraction,Tmin_Qc_fraction,Tdew_Qc_fraction,Perc_month_missing_ETo_10+,Siting_Criteria,Fetch_perc
2,FivePoints,Five Points,South Central Region Office,Fresno,6/7/1982,12/31/2050,True,True,285,Grass,36.336222,-120.11291,['93624'],,0.9809863339275104,0.9797979797979798,0.8716577540106951,0.9756387403446227,0.9578134284016637,0.9494949494949495,0.1042471042471042,GOOD,0.9364197530864198
6,Davis,Davis,North Central Region Office,Yolo,7/17/1982,12/31/2050,True,True,60,Grass,38.535694,-121.77636,"['95618', '95617', '95616']",,0.9786096256684492,0.98989898989899,0.9500891265597148,0.9750445632798574,0.9435531788472965,0.9358288770053476,0.0463320463320463,GOOD,1.0
7,Firebaugh/Telles,Firebaugh,South Central Region Office,Fresno,9/22/1982,12/31/2050,True,True,185,Grass,36.851222,-120.59092,"['93622', '93665', '93620']",,0.9887106357694593,0.9732620320855615,0.8110516934046346,0.9607843137254902,0.9292929292929293,0.9102792632204397,0.2355212355212355,BAD,0.3916049382716049
12,Durham,Chico,Northern Region Office,Butte,10/19/1982,12/31/2050,True,True,130,Grass,39.608639,-121.82443,"['95974', '95958', '95938']",,0.9310754604872252,0.9904931669637552,0.9566250742721331,0.9572192513368984,0.9453357100415924,0.9423648247177658,0.0579150579150579,BAD,0.639753086419753
13,Camino,Placerville,North Central Region Office,El Dorado,10/19/1982,12/31/2050,True,True,2780,Grass,38.753136,-120.7336,"['95667', '95709']",,0.964349376114082,0.9893048128342246,0.9768270944741533,0.9102792632204397,0.9209744503862151,0.8894830659536542,0.166023166023166,BAD,0.9997530864197532
15,Stratford,Stratford,South Central Region Office,Kings,10/29/1982,12/31/2050,True,True,193,Grass,36.157972,-119.85143,"['93246', '93245', '93234', '93202', '93266']",,0.982174688057041,0.9851455733808675,0.9328579916815211,0.9578134284016637,0.9382055852644088,0.9512774806892454,0.0965250965250965,BAD,0.8175308641975308
35,Bishop,Bishop,Southern Region Office,Inyo,2/4/1983,12/31/2050,True,True,4170,Grass,37.358514,-118.40553,"['93515', '93514', '93513', '93512']",,0.9441473559120618,0.9982174688057041,0.8270944741532977,0.9714795008912656,0.9613784907902555,0.9578134284016637,0.3552123552123552,GOOD,0.9181481481481482
39,Parlier,Parlier,South Central Region Office,Fresno,5/23/1983,12/31/2050,True,True,337,Grass,36.597444,-119.50404,"['93662', '93657', '93654', '93618', '93161', '93648']",,0.983957219251337,0.9952465834818776,0.9358288770053476,0.9792038027332145,0.9340463458110517,0.9423648247177658,0.1119691119691119,BAD,0.3958024691358024
41,Calipatria/Mulberry,Calipatria,Southern Region Office,Imperial,7/17/1983,12/31/2050,True,True,-110,Grass,33.042986,-115.41585,"['92281', '92257', '92233']",,0.9441473559120618,0.9708853238265003,0.8526440879382056,0.9530600118835413,0.952465834818776,0.8936423054070113,0.305019305019305,GOOD,0.7369135802469136
43,McArthur,Glenburn,Northern Region Office,Shasta,10/31/1983,12/31/2050,True,True,3310,Grass,41.063767,-121.45602,"['96028', '96056']",,0.9869281045751634,0.9928698752228164,0.9334521687462864,0.9750445632798574,0.9607843137254902,0.946524064171123,0.1351351351351351,BAD,0.8872839506172839
44,U.C. Riverside,Riverside,Southern Region Office,Riverside,6/2/1985,12/31/2050,True,True,1020,Grass,33.964942,-117.33698,"['92522', '92521', '92519', '92518', '92517', '92516', '92515', '92514', '92513', '92509', '92507', '92506', '92505', '92504', '92503', '92502', '92501']",,0.9714795008912656,0.9857397504456328,0.9174093879976233,0.9673202614379085,0.9393939393939394,0.94058229352347,0.1891891891891892,BAD,0.2511111111111111
47,Brentwood,Brentwood,North Central Region Office,Contra Costa,11/18/1985,12/31/2050,True,True,45,Grass,37.928258,-121.6599,"['94548', '94514', '94513']",,0.9079025549613785,0.9893048128342246,0.8823529411764706,0.9560308972073678,0.9001782531194296,0.8995840760546643,0.1889763779527559,BAD,0.4675308641975308
52,San Luis Obispo,San Luis Obispo,Southern Region Office,San Luis Obispo,4/2/1986,12/31/2050,True,True,330,Grass,35.305442,-120.66178,"['93410', '93409', '93408', '93407', '93406', '93405', '93403', '93401']",,0.928698752228164,0.9952465834818776,0.994058229352347,0.9013666072489602,0.9435531788472965,0.8859180035650625,0.1119691119691119,BAD,0.6260493827160494
64,Santa Ynez,Santa Ynez,Southern Region Office,Santa Barbara,11/21/1986,12/31/2050,True,True,490,Grass,34.583144,-120.07924,['93460'],,0.922756981580511,0.9964349376114082,0.9869281045751634,0.9316696375519905,0.9453357100415924,0.9043374925727867,0.1196911196911196,GOOD,1.0
68,Seeley,Seeley,Southern Region Office,Imperial,5/29/1987,12/31/2050,True,True,40,Grass,32.759575,-115.73207,['92273'],,0.8865121806298277,0.988116458704694,0.8722519310754605,0.9316696375519905,0.9387997623291741,0.8966131907308378,0.3474903474903475,BAD,0.7938271604938272
70,Manteca,Manteca,North Central Region Office,San Joaquin,11/12/1987,12/31/2050,True,True,33,Grass,37.834822,-121.22319,"['95337', '95336', '95365', '95320', '95231']",,0.9845513963161022,0.9952465834818776,0.9768270944741533,0.9685086155674391,0.9417706476530006,0.9370172311348782,0.0579150579150579,GOOD,1.0003703703703704
71,Modesto,Modesto,South Central Region Office,Stanislaus,6/25/1987,12/31/2050,True,True,35,Grass,37.645222,-121.18776,"['95397', '95358', '95357', '95356', '95355', '95354', '95353', '95352', '95351', '95350']",,0.9714795008912656,0.9875222816399287,0.976232917409388,0.946524064171123,0.9459298871063577,0.9233511586452763,0.0617760617760617,GOOD,1.0018518518518518
75,Irvine,Irvine,Southern Region Office,Orange,10/7/1987,12/31/2050,True,True,410,Grass,33.68845,-117.72118,"['92710', '92707', '92667', '92650', '92630', '92623', '92620', '92619', '92618', '92616', '92614', '92612', '92606', '92604', '92603', '92602']",,0.9352346999405823,0.9417706476530006,0.9120617944147356,0.8995840760546643,0.9358288770053476,0.8888888888888888,0.2007722007722007,BAD,0.094074074074074
77,Oakville,Napa,North Central Region Office,Napa,3/1/1989,12/31/2050,True,True,190,Grass,38.428475,-122.41021,"['94573', '94574', '94562']",,0.9435531788472965,0.9399881164587047,0.9090909090909091,0.9483065953654188,0.9352346999405823,0.9298871063576946,0.1428571428571428,BAD,0.2548148148148148
78,Pomona,Pomona,Southern Region Office,Los Angeles,3/14/1989,12/31/2050,True,True,730,Grass,34.056589,-117.81307,"['91799', '91797', '91769', '91768', '91767', '91766', '91765']",,0.9174093879976233,0.9934640522875817,0.9714795008912656,0.958407605466429,0.952465834818776,0.9120617944147356,0.1351351351351351,BAD,1.0
80,Fresno State,Fresno,South Central Region Office,Fresno,10/3/1988,12/31/2050,True,True,339,Grass,36.820833,-119.74231,"['93766', '93762', '93761', '93760', '93759', '93755', '93750', '93747', '93745', '93744', '93741', '93740', '93729', '93728', '93727', '93726', '93725', '93724', '93722', '93721', '93720', '93718', '93717', '93716', '93715', '93714', '93711', '93710', '93709', '93708', '93707', '93706', '93705', '93704', '93703', '93702', '93701', '93650']",,0.9637551990493167,0.9916815210932858,0.7819370172311348,0.978015448603684,0.9459298871063577,0.9471182412358883,0.2123552123552123,GOOD,1.0
83,Santa Rosa,Santa Rosa,North Central Region Office,Sonoma,1/1/1990,12/31/2050,True,True,80,Grass,38.40355,-122.79993,"['95409', '95408', '95407', '95406', '95405', '95404', '95403', '95402', '95401']",,0.8425430778371955,0.9863339275103981,0.9292929292929293,0.9590017825311943,0.9536541889483066,0.9132501485442662,0.1621621621621621,GOOD,0.7549382716049383
84,Browns Valley,Marysville,North Central Region Office,Yuba,4/13/1989,12/31/2050,True,True,940,Grass,39.252561,-121.31567,['95918'],,0.9887106357694593,0.982174688057041,0.9738562091503268,0.9732620320855615,0.9548425430778372,0.9554367201426025,0.0926640926640926,GOOD,0.931358024691358
87,Meloland,El Centro,Southern Region Office,Imperial,12/12/1989,12/31/2050,True,True,-50,Grass,32.806183,-115.44626,"['92251', '92250', '92244', '92243']",,0.9340463458110517,0.9138443256090315,0.8698752228163993,0.8787878787878788,0.8918597742127155,0.8781937017231135,0.193050193050193,BAD,0.6574074074074074
90,Alturas,Alturas,Northern Region Office,Modoc,4/23/1989,12/31/2050,True,True,4405,Grass,41.438214,-120.48031,['96101'],,0.982174688057041,0.9916815210932858,0.9019607843137255,0.9714795008912656,0.9560308972073678,0.9679144385026738,0.1467181467181467,GOOD,1.0
91,Tulelake FS,Tulelake,Northern Region Office,Siskiyou,4/12/1989,12/31/2035,True,True,4035,Grass,41.958869,-121.47237,['96134'],,0.9792038027332145,0.988116458704694,0.9797979797979798,0.9714795008912656,0.954248366013072,0.9548425430778372,0.0193050193050193,BAD,0.8614814814814815
99,Santa Monica,Santa Monica,Southern Region Office,Los Angeles,12/11/1992,5/8/2050,True,True,340,Grass,34.044311,-118.47689,"['90411', '90410', '90409', '90408', '90407', '90406', '90405', '90404', '90403', '90402', '90401']",,0.8209399167162403,0.9440809042236764,0.9321832242712671,0.8857822724568709,0.9119571683521713,0.8613920285544319,0.1776061776061776,BAD,0.3309876543209876
103,Windsor,Windsor,North Central Region Office,Sonoma,12/14/1990,12/31/2050,True,True,92,Grass,38.52665,-122.813758,"['95492', '95439', '95448', '95436']",,0.6155674390968509,0.9916815210932858,0.9910873440285205,0.9459298871063577,0.9607843137254902,0.9322638146167558,,GOOD,
104,De Laveaga,Santa Cruz,South Central Region Office,Santa Cruz,9/28/1990,12/31/2050,True,True,300,Grass,36.997444,-121.99676,"['95065', '95064', '95018', '95067', '95063', '95073']",,0.9506833036244801,0.9952465834818776,0.9893048128342246,0.9613784907902555,0.9774212715389186,0.966131907308378,0.1003861003861003,BAD,0.5879012345679012
105,Westlands,Tranquility,South Central Region Office,Fresno,4/17/1992,12/31/2050,True,True,191,Grass,36.634028,-120.38181,"['93668', '93640']",,0.9738562091503268,0.9916815210932858,0.934640522875817,0.9578134284016637,0.9322638146167558,0.9316696375519905,0.1312741312741312,BAD,0.3695061728395061
106,Sanel Valley,Hopland,North Central Region Office,Mendocino,2/1/1991,7/27/2050,True,True,525,Grass,38.982581,-123.08928,['95449'],,0.9102792632204397,0.8853238265002971,0.797979797979798,0.9275103980986334,0.9102792632204397,0.8817587641117053,0.2702702702702703,GOOD,1.000246913580247
107,Santa Barbara,Santa Barbara,Southern Region Office,Santa Barbara,4/7/1993,12/31/2050,True,True,250,Grass,34.437353,-119.73742,"['93199', '93190', '93160', '93150', '93140', '93130', '93129', '93128', '93127', '93126', '93125', '93124', '93123', '93122', '93121', '93120', '93118', '93117', '93116', '93111', '93110', '93109', '93106', '93107', '93105', '93103', '93102', '93101']",,0.7902554961378491,0.9815805109922757,0.9845513963161022,0.8906714200831848,0.8467023172905526,0.8383838383838383,0.1853281853281853,BAD,1.0
113,King City-Oasis Rd.,King City,South Central Region Office,Monterey,6/12/1993,12/31/2050,True,True,540,Grass,36.121083,-121.08457,['93930'],,0.964349376114082,0.9928698752228164,0.9851455733808675,0.946524064171123,0.9554367201426025,0.9251336898395722,0.0926640926640926,GOOD,1.0
114,Arroyo Seco,Soledad,South Central Region Office,Monterey,6/18/1993,12/31/2050,True,True,235,Grass,36.347306,-121.29135,['93927'],,0.9560308972073678,0.9922756981580511,0.9423648247177658,0.9518716577540107,0.9607843137254902,0.9269162210338681,0.1428571428571428,BAD,0.664074074074074
117,Victorville,Victorville,Southern Region Office,San Bernardino,2/1/1994,12/31/2050,True,True,2890,Grass,34.475914,-117.26351,"['92394', '92393', '92392']",,0.9809863339275104,0.9732620320855615,0.8663101604278075,0.9453357100415924,0.9518716577540107,0.9144385026737968,0.193050193050193,BAD,0.4703703703703704
124,Panoche,Firebaugh,South Central Region Office,Fresno,7/27/1995,12/31/2050,True,True,183,Grass,36.890056,-120.73141,"['95043', '93622']",,0.9548425430778372,0.9970291146761735,0.9494949494949495,0.9631610219845514,0.9631610219845514,0.9310754604872252,0.1274131274131274,BAD,1.262222222222222
125,Arvin-Edison,Arvin,South Central Region Office,Kern,3/22/1995,12/31/2050,True,True,500,Grass,35.205583,-118.77841,['93203'],,0.9899396378269618,0.9919517102615694,0.9094567404426559,0.9738430583501007,0.948692152917505,0.9476861167002012,0.0782608695652174,BAD,0.6227160493827161
126,San Benito,Hollister,South Central Region Office,San Benito,6/9/1994,12/31/2050,True,True,340,Grass,36.854833,-121.36275,"['95024', '95023']",,0.9459298871063577,0.9696969696969697,0.9387997623291741,0.9417706476530006,0.94058229352347,0.9055258467023173,0.1119691119691119,BAD,0.3514814814814815
129,Pajaro,Pajaro,South Central Region Office,Monterey,9/13/1995,12/31/2050,True,True,65,Grass,36.902778,-121.74193,"['95077', '95076', '95075', '95019', '95018']",,0.9536541889483066,0.9833630421865716,0.9334521687462864,0.9393939393939394,0.916815210932858,0.916815210932858,0.1119691119691119,BAD,0.3734567901234568
131,Fair Oaks,Fair Oaks,North Central Region Office,Sacramento,4/18/1997,12/31/2050,True,True,265,Grass,38.649964,-121.21887,"['95628', '95038', '95037']",,0.9382055852644088,0.9774212715389186,0.9340463458110517,0.9453357100415924,0.9114676173499703,0.9257278669043375,0.0694980694980695,BAD,0.8490123456790123
139,Winters,Winters,North Central Region Office,Solano,6/15/1998,12/31/2050,True,True,136,Grass,38.501258,-121.97853,"['95694', '95696', '95688', '95620']",,0.0,0.9928698752228164,0.9382055852644088,0.9744503862150921,0.9417706476530006,0.9530600118835413,,BAD,
140,Twitchell Island,Rio Vista,North Central Region Office,Sacramento,10/8/1997,12/31/2050,True,True,0,Grass,38.121739,-121.674455,"['94571', '95641']",,0.9833630421865716,0.9964349376114082,0.9322638146167558,0.9667260843731432,0.9471182412358883,0.9376114081996435,0.2123552123552123,GOOD,1.0
144,Petaluma East,Petaluma,North Central Region Office,Sonoma,8/25/1999,12/31/2050,True,True,97,Grass,38.266428,-122.61646,"['94999', '94975', '94955', '94954', '94953', '94952']",,0.9483065953654188,0.9578134284016637,0.94058229352347,0.9572192513368984,0.9352346999405823,0.9340463458110517,0.1400778210116731,GOOD,1.0
146,Belridge,Lost Hills,South Central Region Office,Kern,10/9/1998,12/31/2050,True,True,410,Grass,35.505833,-119.69114,['93206'],,0.9560308972073678,0.9673202614379085,0.8288770053475936,0.966131907308378,0.9489007724301842,0.9304812834224598,0.1003861003861003,GOOD,0.4291358024691358
147,Otay Lake,Chula Vista,Southern Region Office,San Diego,4/15/1999,12/31/2050,True,True,580,Grass,32.628208,-116.93928,"['91921', '91915', '91914', '91913', '91912', '91911', '91910', '91909', '90910']",,0.8924539512774807,0.983957219251337,0.970291146761735,0.9364230540701128,0.797979797979798,0.7403446226975638,0.3629343629343629,GOOD,0.8904938271604939
150,Miramar,La Jolla,Southern Region Office,San Diego,4/23/1999,12/31/2050,True,True,445,Grass,32.885847,-117.14314,"['92093', '92092', '92039', '92038', '92037']",,0.6916221033868093,0.995840760546643,0.9774212715389186,0.9435531788472965,0.9595959595959596,0.9292929292929293,0.1235521235521235,,0.6522222222222223
151,Ripley,Blythe,Southern Region Office,Riverside,12/19/1998,12/31/2050,True,True,251,Alfalfa,33.532222,-114.63389,"['92228', '92227', '92226', '92225']",,0.9483065953654188,0.9768270944741533,0.7130124777183601,0.928698752228164,0.9578134284016637,0.9203802733214498,0.3590733590733591,GOOD,1.0
152,Camarillo,Camarillo,Southern Region Office,Ventura,1/21/2000,12/31/2050,True,True,130,Grass,34.219386,-118.99244,"['93012', '93011', '93010']",,0.8823529411764706,0.982174688057041,0.9934640522875817,0.9560308972073678,0.9061200237670826,0.9025549613784908,0.0965250965250965,BAD,1.0
153,Escondido SPV,Escondido,Southern Region Office,San Diego,2/1/1999,12/31/2050,True,True,390,Grass,33.08105,-116.9757,"['92046', '92033', '92030', '92029', '92027', '92026', '92025']",,0.732620320855615,0.9904931669637552,0.9679144385026738,0.8758169934640523,0.9132501485442662,0.8241235888294711,0.2857142857142857,,1.0
157,Point San Pedro,San Rafael,North Central Region Office,Marin,10/11/2002,12/31/2050,True,True,5,Grass,37.995478,-122.467656,['94925'],,0.8960190136660725,0.9952465834818776,0.9595959595959596,0.9162210338680927,0.9595959595959596,0.9393939393939394,0.1081081081081081,BAD,0.944567901234568
